Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Dim.1	R-HSA-190828	Gap junction trafficking	2/13	47/11091	0.0425531914893617	36.30441898527	8.30847978212441	0.00133083407273696	0.0101627329190823	0.00356587119967799	TUBA1B/TUBB4B	2
Dim.1	R-HSA-437239	Recycling pathway of L1	2/13	47/11091	0.0425531914893617	36.30441898527	8.30847978212441	0.00133083407273696	0.0101627329190823	0.00356587119967799	TUBA1B/TUBB4B	2
Dim.1	R-HSA-157858	Gap junction trafficking and regulation	2/13	49/11091	0.0408163265306122	34.8226059654631	8.12808063732416	0.00144587699788596	0.0102663078839127	0.00360221329260095	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5617833	Cilium Assembly	3/13	201/11091	0.0149253731343284	12.7336394948335	5.75073821955288	0.00146661541198753	0.0102663078839127	0.00360221329260095	TUBA1B/TUBB4B/MARK4	3
Dim.1	R-HSA-6811436	COPI-independent Golgi-to-ER retrograde traffic	2/13	51/11091	0.0392156862745098	33.4570135746606	7.95821883732137	0.0015655251182435	0.0105203287945963	0.00369134343670045	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5620924	Intraflagellar transport	2/13	54/11091	0.037037037037037	31.5982905982906	7.7210309324916	0.00175359083555039	0.011315494558613	0.00397034896793439	TUBA1B/TUBB4B	2
Dim.1	R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	2/13	55/11091	0.0363636363636364	31.0237762237762	7.64623395466355	0.00181856162549138	0.011315494558613	0.00397034896793439	TUBA1B/TUBB4B	2
Dim.1	R-HSA-983189	Kinesins	2/13	59/11091	0.0338983050847458	28.9204693611473	7.36594315298238	0.00208979347199341	0.0125387608319604	0.00439956520419664	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5685942	HDR through Homologous Recombination (HRR)	2/13	70/11091	0.0285714285714286	24.3758241758242	6.72066456130847	0.00292828479765599	0.0169638567588347	0.00595223044169639	SLX4/POLD2	2
Dim.1	R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	2/13	72/11091	0.0277777777777778	23.6987179487179	6.6191657126854	0.0030951596675047	0.0173328941380263	0.00608171724141274	TUBA1B/TUBB4B	2
Dim.1	R-HSA-2995410	Nuclear Envelope (NE) Reassembly	2/13	75/11091	0.0266666666666667	22.7507692307692	6.47440790403147	0.00335370051636767	0.0176069277109303	0.00617786937225623	TUBA1B/TUBB4B	2
Dim.1	R-HSA-9833482	PKR-mediated signaling	2/13	75/11091	0.0266666666666667	22.7507692307692	6.47440790403147	0.00335370051636767	0.0176069277109303	0.00617786937225623	TUBA1B/TUBB4B	2
Dim.1	R-HSA-8852276	The role of GTSE1 in G2/M progression after G2 checkpoint	2/13	77/11091	0.025974025974026	22.1598401598402	6.3825169683287	0.00353152017392274	0.0179786481581521	0.00630829759935162	TUBA1B/TUBB4B	2
Dim.1	R-HSA-438064	Post NMDA receptor activation events	2/13	80/11091	0.025	21.3288461538462	6.25102319206634	0.00380639284737521	0.0187208617276098	0.00656872341319643	TUBA1B/TUBB4B	2
Dim.1	R-HSA-9663891	Selective autophagy	2/13	81/11091	0.0246913580246914	21.0655270655271	6.2087788454503	0.00390017952658538	0.0187208617276098	0.00656872341319643	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	2/13	84/11091	0.0238095238095238	20.3131868131868	6.08647538512913	0.00418799531050373	0.0195439781156841	0.00685753618094178	PARP1/POLD2	2
Dim.1	R-HSA-390466	Chaperonin-mediated protein folding	2/13	90/11091	0.0222222222222222	18.9589743589744	5.85994407884349	0.00479247539084191	0.0213754901226406	0.00750017197285636	TUBA1B/TUBB4B	2
Dim.1	R-HSA-73884	Base Excision Repair	2/13	91/11091	0.021978021978022	18.7506339814032	5.82431682621501	0.00489693556261354	0.0213754901226406	0.00750017197285636	PARP1/POLD2	2
Dim.1	R-HSA-442755	Activation of NMDA receptors and postsynaptic events	2/13	93/11091	0.021505376344086	18.3473945409429	5.75473913199658	0.00510901882510727	0.0213754901226406	0.00750017197285636	TUBA1B/TUBB4B	2
Dim.1	R-HSA-170834	Signaling by TGF-beta Receptor Complex	2/13	94/11091	0.0212765957446809	18.152209492635	5.72075903943244	0.00521663747040634	0.0213754901226406	0.00750017197285636	PARP1/STUB1	2
Dim.1	R-HSA-380320	Recruitment of NuMA to mitotic centrosomes	2/13	94/11091	0.0212765957446809	18.152209492635	5.72075903943244	0.00521663747040634	0.0213754901226406	0.00750017197285636	TUBA1B/TUBB4B	2
Dim.1	R-HSA-391251	Protein folding	2/13	96/11091	0.0208333333333333	17.7740384615385	5.65434629582773	0.0054350176986718	0.0217400707946872	0.00762809501567972	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5620912	Anchoring of the basal body to the plasma membrane	2/13	98/11091	0.0204081632653061	17.4113029827316	5.58990923415164	0.00565757375914598	0.0220324829692246	0.00773069577867529	TUBB4B/MARK4	2
Dim.1	R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	2/13	99/11091	0.0202020202020202	17.2354312354312	5.55840048727116	0.00577041220622548	0.0220324829692246	0.00773069577867529	TUBA1B/TUBB4B	2
Dim.1	R-HSA-6807878	COPI-mediated anterograde transport	2/13	101/11091	0.0198019801980198	16.8941355674029	5.49674414480097	0.00599919892042921	0.0223970093029357	0.00785859975541604	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5696398	Nucleotide Excision Repair	2/13	109/11091	0.018348623853211	15.6541990119972	5.26673398463469	0.00695548843458857	0.02540265341328	0.00891321172395789	PARP1/POLD2	2
Dim.1	R-HSA-5610787	Hedgehog 'off' state	2/13	113/11091	0.0176991150442478	15.1000680735194	5.16066403253373	0.00745807447190815	0.0266586491761823	0.00935391199164292	TUBA1B/TUBB4B	2
Dim.1	R-HSA-9648025	EML4 and NUDC in mitotic spindle formation	2/13	117/11091	0.0170940170940171	14.5838264299803	5.05986984253508	0.00797676971627991	0.0279186940069797	0.00979603298490515	TUBA1B/TUBB4B	2
Dim.1	R-HSA-373760	L1CAM interactions	2/13	119/11091	0.0168067226890756	14.338720103426	5.0113127751819	0.0082421152081677	0.0282586807137178	0.00991532656621678	TUBA1B/TUBB4B	2
Dim.1	R-HSA-2132295	MHC class II antigen presentation	2/13	123/11091	0.016260162601626	13.8724202626642	4.91762959708742	0.00878471618604242	0.0293928689691906	0.0103132873576107	TUBA1B/TUBB4B	2
Dim.1	R-HSA-9006936	Signaling by TGFB family members	2/13	124/11091	0.0161290322580645	13.7605459057072	4.89489008218241	0.00892283522279001	0.0293928689691906	0.0103132873576107	PARP1/STUB1	2
Dim.1	R-HSA-2500257	Resolution of Sister Chromatid Cohesion	2/13	127/11091	0.015748031496063	13.435493640218	4.82822105504896	0.00934308338752188	0.0301853463289169	0.0105913495890936	TUBA1B/TUBB4B	2
Dim.1	R-HSA-8856688	Golgi-to-ER retrograde transport	2/13	133/11091	0.0150375939849624	12.8293811451706	4.7014190889533	0.0102098988848493	0.0319690571732451	0.0112172130432439	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	2/13	134/11091	0.0149253731343284	12.7336394948335	4.68108015797335	0.0103577552690276	0.0319690571732451	0.0112172130432439	SLX4/POLD2	2
Dim.1	R-HSA-9609690	HCMV Early Events	2/13	135/11091	0.0148148148148148	12.6393162393162	4.6609571399468	0.0105065738026411	0.0319690571732451	0.0112172130432439	TUBA1B/TUBB4B	2
Dim.1	R-HSA-1632852	Macroautophagy	2/13	136/11091	0.0147058823529412	12.5463800904977	4.64104609448547	0.0106563523910817	0.0319690571732451	0.0112172130432439	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5663220	RHO GTPases Activate Formins	2/13	140/11091	0.0142857142857143	12.1879120879121	4.5634462783138	0.0112650255038605	0.033202180432431	0.0116498878710284	TUBA1B/TUBB4B	2
Dim.1	R-HSA-1169410	Antiviral mechanism by IFN-stimulated genes	2/13	149/11091	0.0134228187919463	11.4517294785751	4.39986861533194	0.0126898913239615	0.036133927837721	0.0126785711711302	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5358351	Signaling by Hedgehog	2/13	149/11091	0.0134228187919463	11.4517294785751	4.39986861533194	0.0126898913239615	0.036133927837721	0.0126785711711302	TUBA1B/TUBB4B	2
Dim.1	R-HSA-9612973	Autophagy	2/13	151/11091	0.0132450331125828	11.300050942435	4.3654191990449	0.013016822438665	0.0364471028282621	0.0127884571327236	TUBA1B/TUBB4B	2
Dim.1	R-HSA-199977	ER to Golgi Anterograde Transport	2/13	154/11091	0.012987012987013	11.0799200799201	4.31494348527333	0.0135141660480571	0.0372193425585834	0.0130594184416082	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	1/13	12/11091	0.0833333333333333	71.0961538461538	8.32226038314809	0.0139820268373673	0.0378867823980274	0.013293607858957	PARP1	1
Dim.1	R-HSA-9609646	HCMV Infection	2/13	160/11091	0.0125	10.6644230769231	4.2180599378228	0.0145336603538866	0.0387564276103642	0.0135987465299524	TUBA1B/TUBB4B	2
Dim.1	R-HSA-983231	Factors involved in megakaryocyte development and platelet production	2/13	168/11091	0.0119047619047619	10.1565934065934	4.09660766135742	0.0159437950345305	0.0391073831710957	0.0137218888319634	TUBA1B/TUBB4B	2
Dim.1	R-HSA-5358565	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	1/13	14/11091	0.0714285714285714	60.9395604395604	7.68728995764478	0.0162947429879565	0.0391073831710957	0.0137218888319634	POLD2	1
Dim.1	R-HSA-5358606	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta)	1/13	14/11091	0.0714285714285714	60.9395604395604	7.68728995764478	0.0162947429879565	0.0391073831710957	0.0137218888319634	POLD2	1
Dim.1	R-HSA-69091	Polymerase switching	1/13	14/11091	0.0714285714285714	60.9395604395604	7.68728995764478	0.0162947429879565	0.0391073831710957	0.0137218888319634	POLD2	1
Dim.1	R-HSA-69109	Leading Strand Synthesis	1/13	14/11091	0.0714285714285714	60.9395604395604	7.68728995764478	0.0162947429879565	0.0391073831710957	0.0137218888319634	POLD2	1
Dim.1	R-HSA-69166	Removal of the Flap Intermediate	1/13	14/11091	0.0714285714285714	60.9395604395604	7.68728995764478	0.0162947429879565	0.0391073831710957	0.0137218888319634	POLD2	1
Dim.1	R-HSA-8956320	Nucleotide biosynthesis	1/13	14/11091	0.0714285714285714	60.9395604395604	7.68728995764478	0.0162947429879565	0.0391073831710957	0.0137218888319634	CAD	1
Dim.1	R-HSA-5358508	Mismatch Repair	1/13	15/11091	0.0666666666666667	56.8769230769231	7.41811237442908	0.0174492223904258	0.0407148522443268	0.0142859130681849	POLD2	1
Dim.1	R-HSA-69183	Processive synthesis on the lagging strand	1/13	15/11091	0.0666666666666667	56.8769230769231	7.41811237442908	0.0174492223904258	0.0407148522443268	0.0142859130681849	POLD2	1
Dim.1	R-HSA-948021	Transport to the Golgi and subsequent modification	2/13	185/11091	0.0108108108108108	9.22328482328482	3.86371620284697	0.0191287382835033	0.044022301803131	0.0154464216853091	TUBA1B/TUBB4B	2
Dim.1	R-HSA-174437	Removal of the Flap Intermediate from the C-strand	1/13	17/11091	0.0588235294117647	50.1855203619909	6.95210367996399	0.0197544300669296	0.0442499233499222	0.0155262888947096	POLD2	1
Dim.1	R-HSA-6788467	IL-6-type cytokine receptor ligand interactions	1/13	17/11091	0.0588235294117647	50.1855203619909	6.95210367996399	0.0197544300669296	0.0442499233499222	0.0155262888947096	CLCF1	1
Dim.1	R-HSA-2467813	Separation of Sister Chromatids	2/13	190/11091	0.0105263157894737	8.98056680161943	3.80087980982029	0.0201131636953608	0.0444606776423765	0.0156002377692549	TUBA1B/TUBB4B	2
Dim.1	R-HSA-69275	G2/M Transition	2/13	197/11091	0.0101522842639594	8.66146036704412	3.71670212304114	0.0215269757336479	0.0464057647571441	0.0162827244761909	TUBA1B/TUBB4B	2
Dim.1	R-HSA-453274	Mitotic G2-G2/M phases	2/13	199/11091	0.0100502512562814	8.57441051410901	3.69341688068612	0.0219384731287762	0.0464057647571441	0.0162827244761909	TUBA1B/TUBB4B	2
Dim.1	R-HSA-174414	Processive synthesis on the C-strand of the telomere	1/13	19/11091	0.0526315789473684	44.9028340080972	6.56089498474475	0.0220546445153766	0.0464057647571441	0.0162827244761909	POLD2	1
Dim.1	R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	2/13	202/11091	0.0099009900990099	8.44706778370145	3.65909564360493	0.022561954297052	0.0464057647571441	0.0162827244761909	TUBA1B/TUBB4B	2
Dim.1	R-HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission	2/13	205/11091	0.00975609756097561	8.3234521575985	3.62547891009397	0.0231928717974925	0.0464057647571441	0.0162827244761909	TUBA1B/TUBB4B	2
Dim.1	R-HSA-68877	Mitotic Prometaphase	2/13	205/11091	0.00975609756097561	8.3234521575985	3.62547891009397	0.0231928717974925	0.0464057647571441	0.0162827244761909	TUBA1B/TUBB4B	2
Dim.1	R-HSA-2028269	Signaling by Hippo	1/13	20/11091	0.05	42.6576923076923	6.38739169283367	0.023202882378572	0.0464057647571441	0.0162827244761909	MOB1A	1
Dim.1	R-HSA-69186	Lagging Strand Synthesis	1/13	20/11091	0.05	42.6576923076923	6.38739169283367	0.023202882378572	0.0464057647571441	0.0162827244761909	POLD2	1
Dim.1	R-HSA-5651801	PCNA-Dependent Long Patch Base Excision Repair	1/13	21/11091	0.0476190476190476	40.6263736263736	6.2262554632745	0.0243498756519058	0.0481268130531786	0.0168866010712907	POLD2	1
